,강의아이디,유저아이디,강의만족도,학습량,난이도,강의력,성취감,강의평
187,23,oqwcnix,3,3,3,3,1,"다른 아잉보다 해야할 게 더 많은 것 같아요

에세이(보고서): 30점 - 에세이 피드백 면담은 없습니다.
조별 스토리 만들기
조별 영화 만들기
조별 발표
단어(단어 피드백 + 단어시험)
개인 질문에 답하기"
188,24,임상진,5,2,4,5,2,"출석을 따로 부르지는 않았지만 무단 결석하면 감점됩니다
평가는 출석, 평소 과제 제출, 조별 발표, 에세이 네 가지로 하십니다
과제 제출은 구글 폼 제출하면 되는데 열심히만 쓰고 늦지만 않으면 되는 것 같습니다
조별 발표는 각자 5분 정도 발표하고 질의응답 시간 가지는 방식으로 운영되는데, 발표 때 시간 지키기랑 대본 보지 않기, 그리고 청중과 상호작용하기가 중요한 것 같습니다. 특히 대본 보지 않기는 교수님께서도 강조하셨고 실제로 저도 대본을 안보고 해서 좋은 점수가 나온 것 같습니다
질의응답 시간에는 청중들이 발표를 듣고 질문하는데, 제가 영어를 잘 못해서 솔직히 질문 내용이 뭔지 하나도 못 알아들었습니다. 그래서 대충 달라달라 부르고 넘어갔는데 그래도 에이쁠 주신거 보니까 질의응답은 평가에 반영이 안되거나 멈포드가 믿지거나 둘 중 하나인 것 같습니다.
에세이는 패러프레이징이랑 레퍼런스에 주의하면서 작성하시면 될 것 같습니다"
189,24,클루링,5,2,1,4,5,1학기에 듣고 만족해서 2학기에 또 블랙우드 교수님과 함께 했습니다. 학생들의 편의를 잘 봐주시고 귀여우십니다! 학습량도 매우 적은 편인 것 같습니다.
190,24,오레오뚜깅,3,3,4,4,4,"학점을 아쉽게 받아서....그러나 그렇기 때문에 더욱 정확한 리뷰입니다.

일단 크게 해야 할 것이
1. 구글폼
2. 발표
3. 레포트
세 가지가 있었는데, 구글폼은 이전에 비해 많이 줄어서 할 만 합니다.

발표는 팀플로 이루어져서, 미리 팀을 짜고 가는 게 당연히 유리합니다. 별로 까다롭게 보시는 것 같지는 않고, 스크립트 참고 가능합니다. 
그리고 레포트의 출처를 상당히 꼼꼼하게 보시는데, 영어 자료도 반드시 참고하게 하셔서 조금 귀찮습니다. 영어 자료를 아예 따로 정리하게 하는 칸이 있는데, 저는 외부에 있다가 이 내용 정리할 시간이 없어서 정리 안하고 보냈더니 나머지는 적당히 잘 했는데 B+을 받았습니다.

이 외에 평소에 영어로 대화를 많이 하게 하시는데, 서로 서툴러도 막 말하다보면 영어 실력이 느는 것 같기도 해서 힘들긴 하지만...? 
실력이 느는 느낌도 있는... 개인적으로 재밌는 수업인 것 같습니다."
191,24,JI2DA,4,4,2,5,5,"출석: 초반엔 조금 부르셨는데 갈 수록 듣는 인원도 적고 다들 팀 활동 때문에 같은 고정석에 앉다보니 교수님께서 그 자리에 맞게 인원만 차있으면 출석 안 부르셨습니다!

수업: 수업 시간마다 구글폼을 작성해서 내야하는데... 1학기 때는 그 양이 어마어마했는데 2학기 때는 그정도는 아니었습니다. 정말 할만하고 하다보면 요령이 생겨서 더 빨리 끝낼 수 있습니다. 그리고 매주 팀플 활동이기 때문에 웬만하면 친구들과 함께 듣는 것을 추천합니다. 팀 발표, 팀활동 모두 자신이 원하는 팀으로 하기 때문에 독강은 힘들 수도 있습니다.

팀 발표에서 대본을 못 보게 하기 때문에 나는 원어민 급의 자유로운 영어를 쓸 수 있다 하시는 분들 아니면 어느정도 외워서 발표하시길 바랍니다! 또 에세이 쓰기나 다른 과제들 등에서 모르는 점은 꼭 교수님께 질문을 하세용 어차피 친구들 거의 다 모르고 부정확하니까요 교수님 엄청 젠틀하게 잘 알려주십니다 ㅎㅎ 

학점은 음... 그냥 한 만큼 받는 것 같습니다. 사실 이만큼 했는데 에쁠을 안 준다고? 싶긴 했는데... 저번 학기보단 나아서 만족했습니다."
192,24,bailey,5,2,2,5,5,"열심히 하면 학점 무리없이 받아갈 수 있습니당!

중간기말 없이 팀플 발표 1번이랑 에세이 1번으로 진행되었습니다
발표는 열심히 하면 다 점수 잘 주신 것 같아요 (20점 만점에 평균 18.2, 중앙값 18.7점 이였습니다)
에세이는 아잉1이랑 겹치는 내용이 많아서 1학기 때 멈포드 교수님 들으신 분들은 편하게 쓰실 수 있을 거예요

다만 기말 에세이 쓰는 기간이 기말고사 기간이랑 많이 겹쳐요 미리미리 써놓는 걸 추천드립니당
교수님 정말 스윗하시고 질문도 잘 받아주십니다!"
193,24,lㅡㅡl,5,2,2,4,3,"조별로 발표 주제 정해서 인당 5분가량 발표하는 게 하나 있었고, 에세이 쓰기 하나 있었습니다. 1학기에 비해 구글폼 개수도 줄었고, 학점도 잘 주신 것 같습니다."
194,24,라마묘,3,5,4,5,4,"칼절평입니다.
1학기 때 멈포드 교수님 아니었어서 두려웠는데 강의력 좋으시고 무엇보다 발음이 굉장히 좋으십니다.
소통 부분에 있어서 어려움은 없었지만, 칼절평으로 평가하시니 모든 평가 항목에서 최선을 다하시는게 중요한 듯합니다.
수업 시간에 참여 많이 하시고 영어 잘 못해도 괜찮다고 하시니 부담 안 가지셔도 될 것 같아요.
학점과 별개로 무난한 선택 같습니다"
195,24,park,4,4,3,5,3,아잉의 정석이라고 할 수 있는 수업입니다. 교수님 전달력 좋으시고 과제마다 안내 꼼꼼하게 해주십니다. 다만 점수가 후하진 않고 에이쁠을 바란다면 정말 열심히 해야합니다 교수님이 학생들 이름과 얼굴을 빨리 외우셔서 출석은 거의 매번 한다고 볼 수 있어요
196,24,동글도옹글,5,4,3,4,3,"전반적인 수업 설명과 체계가 좋습니다. 교수님 발음도 알아듣기 쉽고 피드백이 정확하셔서 배울점도 많습니다. 또한 저번학기에 비해 구글폼 제출 횟수도 살짝 줄어든 것 같아 편해졌습니다. 이번 학기의 경우 조별 발표 과제가 있었는데, 교수님께서 잘 이끌어주셔서 재밌게 잘 끝낸 것 같습니다."
197,24,아놔ㅋ,5,4,2,4,5,"1학점인데도 과제가 많아서 살짝 부담스러울 수는 있지만 나름 무난한 강의입니다. 조별발표와 에세이가 대체과제로 나오는데 둘다 상세히 설명해주시기 때문에 그대로 따라가면 됩니다. 학기 시작 전에 참여도나 질문 빈도가 중요하다는 말을 들었었는데 지금 생각하면 그렇지도 않은 것 같고, 그냥 시키는 대로만 잘 해가시면 됩니다. 의외로 시키는 게 많아서 까일 요소도 많은 느낌이지만 열심히 해서 다 충족시키면 학점은 잘 나오는 듯 합니다."
198,25,coppergus,3,5,4,4,2,"1학점치고 너무나도 할 게 많았던 강의입니다... 수업 끝날 때마다 구글 폼 작성을 해야 되고, 중간 대체 과제로 발표 수업과 기말 대체 과제로 영어 에세이를 써야 했습니다. 시험 대체 과제야 모든 수업에서 행하는 것이지만, 끝날 때마다 구글 폼을 작성해야 되는 것이 상당히 귀찮은 작업이었습니다. 자신이 정말 성실하다 싶으신 분들에게는 교수님의 영어 전달력이 훌륭하시기 때문에 추천드리지만, 그렇지 않으신 분들은 상당한 스트레스를 받으실 수 있습니다."
199,25,김어린이,4,3,3,5,5,"교수님이 학생들 이름 다 외워서 출첵을 부르시진 않지만 빠지면 아십니다. 

에세이랑 발표 등의 과제가 있었고 과제들로 평가가 이뤄집니다. 

에세이는 절대적으로 형식을 준수하셔야 좋은 점수가 나옵니다. 문장 구조의 정합성보다 형식 준수가 중요한듯 보여요. 

수업때 교수님이 의견을 물어보시고 발표를 시키실 때 발표를 잘 하신다면 충분히 좋은 학점 나옵니다. 

저도 과제 몇번 놓쳤는데 이런 측면 때문에 A+를 주신 것 같네요."
200,25,kej9330,3,4,4,3,3,"조별 발표, 에세이 작성이 있는데 정말 쉴새없아 바쁩니다.

조별발표는 영어 대본 없이 진행해야 하며 솔직히 아잉에서 하긴 무리라고 생각됩니다.. ㅡ

에세이 작성은 1헉가 수업을 들으셨다면 수월할 것입니다.

교수님은 정말 좋지만, 과제가 많아 힘드실 수 있습니다.

다만 학점은 비교적 잘 주시는 것 같습니다. 저도 제가 왜 에이쁠인지 모르겠네욥.."
201,25,cxrxt,4,5,4,4,4,"1학점 아잉과는 어울리지 않는 매 수업 조별과제와 팀 프레젠테이션...
개인적으로 좀 많이 귀찮고 버겁다는 생각이 자주 들었던 수업입니다.
학점은 수업 중간에 발표 한두 번 하고, 프레젠테이션 발표 열심히 하면 되지만
생각보다 보고서 작성 기준이 깐깐하신 것 같아서 이 부분에 유의하시면 좋을 것 같아요."
202,25,바나나킥,3,4,4,5,1,"3-4명이 조를 이루어 진행되는 수업이 많았습니다. 조는 매 시간 자유롭게 짤 수 있게 해주셨지만, 자연스럽게 계속 같은 조원들과 함께하게 되더라고요. 조별로 구글폼을 작성해서 제출해야 하는데, 한 학기 동안 2번 정도는 무조건 기록자 역할을 하게 됩니다. 가끔 개별적으로 구글폼 작성해야 하는 과제 내주시는데 큰 어려움 없었습니다. 과제는 크게 조별 발표와 개별 에세이 두 가지입니다. 부담스러울 정도로 자세한 가이드라인을 주시는데, 귀찮더라도 과제 시작 전 꼼꼼하게 읽어보시면 좋을 것 같습니다."
203,26,durumii,5,3,3,5,4,교수님이 학점을 잘 안 주신다는 이야기가 많아서 걱정했는데 시키시는 것 다 열심히 하고 보고서에 나름 공을 들였더니 에이쁠 주셨습니다. 수업 참여도와 학생이 기울이는 노력(학생이 질문을 하면 엄청 좋아하시고 잘 답변해주심)을 중요하게 보시는 것 같습니다.
204,26,몽글이,4,4,4,5,4,"할 것은 많지만 교수님께서는 참 좋으십니다. 질문에도 잘 답변해주시고, 강의를 하실 때 명확하고 어렵지 않은 단어들을 선택해 전달하시려는 게 느껴졌습니다. 2학기 아잉에는 발표가 포함되는 것이 조금 부담스러워도, 하고 나면 후련합니다. 어차피 들어야 하는 강의 다들 열심히 하셔서 학점 잘 받으시길 바랍니다."
205,26,singingbird,4,2,2,4,3,"열정적으로 수업하시고 학생들의 참여를 유도합니다. 강의 자료와 평가 기준, 레퍼런스도 풍부하게 제공해 주십니다. 과제도 많지 않고 대부분의 활동이 수업 시간 중에 끝나며, 과제가 있을 경우 수업 시간에 할 시간을 주시기도 합니다."
206,26,lia4003,3,3,3,4,3,조별 발표 후 에세이 작성을 한다는 점에서 타 아잉과 순서가 다른 듯합니다. 열심히 참여하면 좋은 점수 받을 수 있습니다.
207,26,서울촌사람,5,4,3,5,3,"시키는건 정말정말 많습니다. 매 시간 조별토론은 기본이며, 이 조별토론 내용은 거의 항상 구글폼으로 제출하게 되어있습니다. 과제도 구글폼으로 받습니다.
평가는 크게 수업시간 활동, 중간 발표과제, 기말 에세이과제로 이루어져 있습니다. 중간 발표과제는 조별활동인데, 회의시간과 준비 시간을 많이 주셔서 크게 부담이 되지는 않았고, 기말 에세이과제는 다른 조의 발표 주제를 골라 1600단어 에세이를 쓰는 것이었는데, 이게 정말정말 많이 부담이 됐습니다..
하지만 하라는 거 모두 열심히 하면 학점을 잘 주시는 것 같습니다."
208,26,23slee,2,4,4,3,3,"자잘한 과제+발표+에쎄이고 기준이 꽤 까다로움. 발표같은 경우, 대본 못 읽게 하시고 에쎄이는 인용법 하나라도 틀리면 바로 F 때린다고 하심. 그리고 수업 시작 후 한 2~3분까지는 봐주시는데 더 늦으면 문을 아예 잠궈버리시기 때문에 문 밖에서 기다리다가 문 열어주실 때 수치스럽게 들어가야 됩니다... 그리고 수업마다 2~3명으로 지어서 짧게 discussion 시간을 갖습니다."
209,26,허거덩,4,3,3,4,3,"수업 초반에는 거의 매번 출석 부르셨습니다.
그러나 중반 이후부터는 출석 안 부르고 바로 수업 시작하시는데, 그쯤되면 교수님께서 학생들의 얼굴과 이름을 다 외우셔서 출석을 부를 필요가 없어진 것 같습니다. 출석 안 불러도 늦게 들어오거나 안 온 사람들은 교수님께서 따로 표시하는 것 같았습니다.

구글폼 작성을 많이 하긴 하는데, 대부분은 수업 중에 끝낼 수 있는 것들이라 딱히 힘들진 않을 것 같아요.
근데 중간에 한 번씩 시간을 내야하는 과제들이 생기긴 합니다. 많진 않아요. 충분히 할 수 있는 분량입니다!

발표 한 번이랑 에세이 제출 있습니다.

교수님 수업 진행 잘 하시고 질문하면 항상 친절하게 대답해주셔서 좋았습니다."
210,27,nilah77,5,5,3,5,5,"1학기 때 멈포드 교수님 수업을 들으셨다면 그냥 2학기 때도 들으시면 됩니다. 토론 과제가 발표과제로 대체된 것 외에 동일합니다. 발표, 레포트는 가이드 라인 읽으시고 반영해서 하시면 점수 잘 나옵니다. 할 거 하면 성적은 잘 주십니다."
211,27,lyrevlis,5,3,3,5,4,"- 과제 및 시험
중간은 발표 팀플로, 기말은 에세이 쓰기로 진행하셨습니다. 1학기 때보다 자잘한 과제가 적어져서 부담이 적었고, 교수님께서 팀플도 최대한 개인 평가로 진행하셔서 팀 운이 크게 좌우하진 않습니다. 시험 없이 과제로만 평가하시고 학점도 무난하게 잘 주셔서 아잉 교수님 고민되면 멈포드 듣는 거 매우 추천드립니다.
- 강의 방식 및 내용
Group discussion 시간을 많이 주시고, 특히 팀플할 때 따로 한두번 정도만 만나면 될 정도로 시간을 많이 주셨습니다. 무난하게 영어하시면 큰 부담 없이 수업 참여할 수 있고, 교수님 억양이나 속도도 정석에 가까우셔서 영어 수업 부담이시면 추천 드립니다."
